Subject,Item,VerbType,Position,RT,NPPredictability
Subj47,Item15,AspV,NP,519.40 ,0.00 
Subj47,Item15,AspV,NP_1,960.09 ,0.00 
Subj47,Item15,AspV,NP_2,455.42 ,0.00 
Subj47,Item16,PrefV,Verb,499.15 ,0.60 
Subj47,Item16,PrefV,NP,588.68 ,0.60 
Subj47,Item16,PrefV,NP_1,770.65 ,0.60 
Subj47,Item16,PrefV,NP_2,673.33 ,0.60 
Subj47,Item17,NonPrefV,Verb,678.28 ,0.05 
Subj47,Item17,NonPrefV,NP,920.58 ,0.05 
Subj47,Item17,NonPrefV,NP_1,769.48 ,0.05 
Subj47,Item17,NonPrefV,NP_2,624.32 ,0.05 
Subj47,Item18,AspV,Verb,616.45 ,0.20 
Subj47,Item18,AspV,NP,1037.95 ,0.20 
Subj47,Item18,AspV,NP_1,765.93 ,0.20 
Subj47,Item18,AspV,NP_2,477.21 ,0.20 
Subj47,Item19,PrefV,Verb,596.45 ,0.55 
Subj47,Item19,PrefV,NP,586.64 ,0.55 
Subj47,Item19,PrefV,NP_1,832.60 ,0.55 
Subj47,Item19,PrefV,NP_2,796.50 ,0.55 
Subj47,Item20,NonPrefV,Verb,609.19 ,0.25 
Subj47,Item20,NonPrefV,NP,534.16 ,0.25 
Subj47,Item20,NonPrefV,NP_1,558.10 ,0.25 
Subj47,Item20,NonPrefV,NP_2,678.45 ,0.25 
Subj47,Item21,AspV,Verb,511.64 ,0.05 
Subj47,Item21,AspV,NP,968.89 ,0.05 
Subj47,Item21,AspV,NP_1,719.75 ,0.05 
Subj47,Item21,AspV,NP_2,688.39 ,0.05 
Subj47,Item22,PrefV,Verb,471.86 ,0.30 
Subj47,Item22,PrefV,NP,466.39 ,0.30 
Subj47,Item22,PrefV,NP_1,477.92 ,0.30 
Subj47,Item22,PrefV,NP_2,568.59 ,0.30 
Subj47,Item23,NonPrefV,Verb,529.85 ,0.25 
Subj47,Item23,NonPrefV,NP,490.82 ,0.25 
Subj47,Item23,NonPrefV,NP_1,468.42 ,0.25 
Subj47,Item23,NonPrefV,NP_2,462.67 ,0.25 
Subj47,Item24,AspV,Verb,755.66 ,0.00 
Subj47,Item24,AspV,NP,610.87 ,0.00 
Subj47,Item24,AspV,NP_1,696.05 ,0.00 
Subj47,Item24,AspV,NP_2,970.24 ,0.00 
Subj47,Item25,PrefV,Verb,429.03 ,0.85 
Subj47,Item25,PrefV,NP,521.87 ,0.85 
Subj47,Item25,PrefV,NP_1,434.82 ,0.85 
Subj47,Item25,PrefV,NP_2,606.72 ,0.85 
Subj47,Item26,NonPrefV,Verb,464.85 ,0.25 
Subj47,Item26,NonPrefV,NP,475.42 ,0.25 
Subj47,Item26,NonPrefV,NP_1,678.17 ,0.25 
Subj47,Item26,NonPrefV,NP_2,584.93 ,0.25 
Subj47,Item27,AspV,Verb,483.29 ,0.00 
Subj47,Item27,AspV,NP,573.48 ,0.00 
Subj47,Item27,AspV,NP_1,1204.57 ,0.00 
Subj47,Item27,AspV,NP_2,449.33 ,0.00 
Subj47,Item28,PrefV,Verb,500.96 ,0.25 
Subj47,Item28,PrefV,NP,542.28 ,0.25 
Subj47,Item28,PrefV,NP_1,774.32 ,0.25 
Subj47,Item28,PrefV,NP_2,1188.99 ,0.25 
Subj47,Item29,NonPrefV,Verb,556.65 ,0.40 
Subj47,Item29,NonPrefV,NP,563.90 ,0.40 
Subj47,Item29,NonPrefV,NP_1,1019.25 ,0.40 
Subj47,Item29,NonPrefV,NP_2,736.10 ,0.40 
Subj47,Item30,AspV,Verb,952.30 ,0.05 
Subj47,Item30,AspV,NP,527.37 ,0.05 
Subj47,Item30,AspV,NP_1,760.02 ,0.05 
Subj47,Item30,AspV,NP_2,679.20 ,0.05 
Subj47,Item31,PrefV,Verb,737.44 ,0.50 
Subj47,Item31,PrefV,NP,513.27 ,0.50 
Subj47,Item31,PrefV,NP_1,650.91 ,0.50 
Subj47,Item31,PrefV,NP_2,574.15 ,0.50 
Subj47,Item32,NonPrefV,Verb,577.78 ,0.10 
Subj47,Item32,NonPrefV,NP,520.54 ,0.10 
Subj47,Item32,NonPrefV,NP_1,545.14 ,0.10 
Subj47,Item32,NonPrefV,NP_2,473.20 ,0.10 
Subj48,Item1,NonPrefV,Verb,235.66 ,0.05 
Subj48,Item1,NonPrefV,NP,207.73 ,0.05 
Subj48,Item1,NonPrefV,NP_1,293.04 ,0.05 
Subj48,Item1,NonPrefV,NP_2,311.27 ,0.05 
Subj48,Item2,AspV,Verb,417.68 ,0.05 
Subj48,Item2,AspV,NP,190.34 ,0.05 
Subj48,Item2,AspV,NP_1,340.34 ,0.05 
Subj48,Item2,AspV,NP_2,356.38 ,0.05 
Subj48,Item3,PrefV,Verb,226.23 ,0.20 
Subj48,Item3,PrefV,NP,167.12 ,0.20 
Subj48,Item3,PrefV,NP_1,254.20 ,0.20 
Subj48,Item3,PrefV,NP_2,241.65 ,0.20 
Subj48,Item4,NonPrefV,Verb,254.28 ,0.05 
Subj48,Item4,NonPrefV,NP,225.61 ,0.05 
Subj48,Item4,NonPrefV,NP_1,502.19 ,0.05 
Subj48,Item4,NonPrefV,NP_2,352.37 ,0.05 
Subj48,Item5,AspV,Verb,418.66 ,0.00 
Subj48,Item5,AspV,NP,367.36 ,0.00 
Subj48,Item5,AspV,NP_1,461.98 ,0.00 
Subj48,Item5,AspV,NP_2,409.67 ,0.00 
Subj48,Item6,PrefV,Verb,131.41 ,0.10 
Subj48,Item6,PrefV,NP,380.31 ,0.10 
Subj48,Item6,PrefV,NP_1,298.79 ,0.10 
Subj48,Item6,PrefV,NP_2,269.40 ,0.10 
Subj48,Item7,NonPrefV,Verb,190.33 ,0.10 
Subj48,Item7,NonPrefV,NP,276.34 ,0.10 
Subj48,Item7,NonPrefV,NP_1,311.00 ,0.10 
Subj48,Item7,NonPrefV,NP_2,312.22 ,0.10 
Subj48,Item8,AspV,Verb,211.33 ,0.00 
Subj48,Item8,AspV,NP,248.55 ,0.00 
Subj48,Item8,AspV,NP_1,316.59 ,0.00 
Subj48,Item8,AspV,NP_2,205.33 ,0.00 
Subj48,Item9,PrefV,Verb,245.82 ,0.35 
Subj48,Item9,PrefV,NP,169.17 ,0.35 
Subj48,Item9,PrefV,NP_1,175.89 ,0.35 
Subj48,Item9,PrefV,NP_2,182.50 ,0.35 
Subj48,Item10,NonPrefV,Verb,269.47 ,0.20 
Subj48,Item10,NonPrefV,NP,160.13 ,0.20 
Subj48,Item10,NonPrefV,NP_1,311.46 ,0.20 
Subj48,Item10,NonPrefV,NP_2,248.67 ,0.20 
Subj48,Item11,AspV,Verb,346.05 ,0.00 
Subj48,Item11,AspV,NP,761.44 ,0.00 
Subj48,Item11,AspV,NP_1,776.85 ,0.00 
Subj48,Item11,AspV,NP_2,615.39 ,0.00 
Subj48,Item12,PrefV,Verb,271.99 ,0.45 
Subj48,Item12,PrefV,NP,290.68 ,0.45 
Subj48,Item12,PrefV,NP_1,260.67 ,0.45 
Subj48,Item12,PrefV,NP_2,344.03 ,0.45 
Subj48,Item13,NonPrefV,Verb,316.54 ,0.05 
Subj48,Item13,NonPrefV,NP,429.88 ,0.05 
Subj48,Item13,NonPrefV,NP_1,362.54 ,0.05 
Subj48,Item13,NonPrefV,NP_2,345.89 ,0.05 
Subj48,Item14,AspV,Verb,209.26 ,0.05 
Subj48,Item14,AspV,NP,166.46 ,0.05 
Subj48,Item14,AspV,NP_1,365.80 ,0.05 
Subj48,Item14,AspV,NP_2,220.53 ,0.05 
Subj48,Item15,PrefV,Verb,468.77 ,0.20 
Subj48,Item15,PrefV,NP,687.47 ,0.20 
Subj48,Item15,PrefV,NP_1,353.49 ,0.20 
Subj48,Item15,PrefV,NP_2,304.94 ,0.20 
Subj48,Item16,NonPrefV,Verb,291.69 ,0.20 
Subj48,Item16,NonPrefV,NP,213.60 ,0.20 
Subj48,Item16,NonPrefV,NP_1,251.02 ,0.20 
Subj48,Item16,NonPrefV,NP_2,223.11 ,0.20 
Subj48,Item17,AspV,Verb,284.62 ,0.00 
Subj48,Item17,AspV,NP,126.46 ,0.00 
Subj48,Item17,AspV,NP_1,743.33 ,0.00 
Subj48,Item17,AspV,NP_2,295.03 ,0.00 
Subj48,Item18,PrefV,Verb,202.55 ,0.40 
Subj48,Item18,PrefV,NP,223.55 ,0.40 
Subj48,Item18,PrefV,NP_1,260.22 ,0.40 
Subj48,Item18,PrefV,NP_2,391.52 ,0.40 
Subj48,Item19,NonPrefV,Verb,275.46 ,0.30 
Subj48,Item19,NonPrefV,NP,278.08 ,0.30 
Subj48,Item19,NonPrefV,NP_1,280.68 ,0.30 
Subj48,Item19,NonPrefV,NP_2,267.52 ,0.30 
Subj48,Item20,AspV,Verb,238.98 ,0.20 
Subj48,Item20,AspV,NP,306.97 ,0.20 
Subj48,Item20,AspV,NP_1,436.31 ,0.20 
Subj48,Item20,AspV,NP_2,304.96 ,0.20 
Subj48,Item21,PrefV,Verb,212.70 ,0.55 
Subj48,Item21,PrefV,NP,170.06 ,0.55 
Subj48,Item21,PrefV,NP_1,128.62 ,0.55 
Subj48,Item21,PrefV,NP_2,409.39 ,0.55 
Subj48,Item22,NonPrefV,Verb,359.49 ,0.05 
Subj48,Item22,NonPrefV,NP,326.67 ,0.05 
Subj48,Item22,NonPrefV,NP_1,343.32 ,0.05 
Subj48,Item22,NonPrefV,NP_2,247.23 ,0.05 
Subj48,Item23,AspV,Verb,458.59 ,0.45 
Subj48,Item23,AspV,NP,437.90 ,0.45 
Subj48,Item23,AspV,NP_1,433.90 ,0.45 
Subj48,Item23,AspV,NP_2,526.78 ,0.45 
Subj48,Item24,PrefV,Verb,332.03 ,0.05 
Subj48,Item24,PrefV,NP,668.06 ,0.05 
Subj48,Item24,PrefV,NP_1,334.82 ,0.05 
Subj48,Item24,PrefV,NP_2,398.67 ,0.05 
Subj48,Item25,NonPrefV,Verb,408.94 ,0.05 
Subj48,Item25,NonPrefV,NP,534.67 ,0.05 
Subj48,Item25,NonPrefV,NP_1,527.06 ,0.05 
Subj48,Item25,NonPrefV,NP_2,615.73 ,0.05 
Subj48,Item26,AspV,Verb,262.07 ,0.10 
Subj48,Item26,AspV,NP,232.63 ,0.10 
Subj48,Item26,AspV,NP_1,237.32 ,0.10 
Subj48,Item26,AspV,NP_2,209.36 ,0.10 
Subj48,Item27,PrefV,Verb,291.87 ,0.05 
Subj48,Item27,PrefV,NP,261.81 ,0.05 
Subj48,Item27,PrefV,NP_1,649.12 ,0.05 
Subj48,Item27,PrefV,NP_2,445.22 ,0.05 
Subj48,Item28,NonPrefV,Verb,342.79 ,0.10 
Subj48,Item28,NonPrefV,NP,454.02 ,0.10 
Subj48,Item28,NonPrefV,NP_1,577.40 ,0.10 
Subj48,Item28,NonPrefV,NP_2,615.95 ,0.10 
Subj48,Item29,AspV,Verb,329.10 ,0.05 
Subj48,Item29,AspV,NP,617.85 ,0.05 
Subj48,Item29,AspV,NP_1,702.57 ,0.05 
Subj48,Item29,AspV,NP_2,495.74 ,0.05 
Subj48,Item30,PrefV,Verb,201.06 ,0.65 
Subj48,Item30,PrefV,NP,494.41 ,0.65 
Subj48,Item30,PrefV,NP_1,392.35 ,0.65 
Subj48,Item30,PrefV,NP_2,278.30 ,0.65 
Subj48,Item31,NonPrefV,Verb,433.90 ,0.05 
Subj48,Item31,NonPrefV,NP,477.75 ,0.05 
Subj48,Item31,NonPrefV,NP_1,584.45 ,0.05 
Subj48,Item31,NonPrefV,NP_2,382.34 ,0.05 
Subj48,Item32,AspV,Verb,327.86 ,0.00 
Subj48,Item32,AspV,NP,808.40 ,0.00 
Subj48,Item32,AspV,NP_1,565.65 ,0.00 
Subj48,Item32,AspV,NP_2,413.13 ,0.00 
Subj49,Item1,AspV,Verb,340.24,0.00 
Subj49,Item1,AspV,NP,308.29,0.00 
Subj49,Item1,AspV,NP_1,293.62,0.00 
Subj49,Item1,AspV,NP_2,311.59,0.00 
Subj49,Item2,PrefV,Verb,178.68,0.30 
Subj49,Item2,PrefV,NP,169.48,0.30 
Subj49,Item2,PrefV,NP_1,288.15,0.30 
Subj49,Item2,PrefV,NP_2,306.19,0.30 
Subj49,Item3,NonPrefV,Verb,133.29,0.00 
Subj49,Item3,NonPrefV,NP,173.4,0.00 
Subj49,Item3,NonPrefV,NP_1,547.98,0.00 
Subj49,Item3,NonPrefV,NP_2,444.05,0.00 
Subj49,Item4,AspV,Verb,294.28,0.00 
Subj49,Item4,AspV,NP,183.57,0.00 
Subj49,Item4,AspV,NP_1,846.16,0.00 
Subj49,Item4,AspV,NP_2,362.23,0.00 
Subj49,Item5,PrefV,Verb,245.26,0.30 
Subj49,Item5,PrefV,NP,217.29,0.30 
Subj49,Item5,PrefV,NP_1,189.95,0.30 
Subj49,Item5,PrefV,NP_2,243.97,0.30 
Subj49,Item6,NonPrefV,Verb,408.76,0.20 
Subj49,Item6,NonPrefV,NP,502.11,0.20 
Subj49,Item6,NonPrefV,NP_1,527.44,0.20 
Subj49,Item6,NonPrefV,NP_2,616.01,0.20 
Subj49,Item7,AspV,Verb,244.3,0.00 
Subj49,Item7,AspV,NP,216.2,0.00 
Subj49,Item7,AspV,NP_1,557.63,0.00 
Subj49,Item7,AspV,NP_2,389.01,0.00 
Subj49,Item8,PrefV,Verb,288.77,0.10 
Subj49,Item8,PrefV,NP,242.71,0.10 
Subj49,Item8,PrefV,NP_1,310.75,0.10 
Subj49,Item8,PrefV,NP_2,312.01,0.10 
Subj49,Item9,NonPrefV,Verb,368.81,0.10 
Subj49,Item9,NonPrefV,NP,287.49,0.10 
Subj49,Item9,NonPrefV,NP_1,385.51,0.10 
Subj49,Item9,NonPrefV,NP_2,351.48,0.10 
Subj49,Item10,AspV,Verb,376.61,0.00 
Subj49,Item10,AspV,NP,519.29,0.00 
Subj49,Item10,AspV,NP_1,735.95,0.00 
Subj49,Item10,AspV,NP_2,479.89,0.00 
Subj49,Item11,PrefV,Verb,354.55,0.50 
Subj49,Item11,PrefV,NP,306.2,0.50 
Subj49,Item11,PrefV,NP_1,419.3,0.50 
Subj49,Item11,PrefV,NP_2,447.8,0.50 
Subj49,Item12,NonPrefV,Verb,278.83,0.40 
Subj49,Item12,NonPrefV,NP,217.62,0.40 
Subj49,Item12,NonPrefV,NP_1,287.01,0.40 
Subj49,Item12,NonPrefV,NP_2,224.94,0.40 
Subj49,Item13,AspV,Verb,429.63,0.00 
Subj49,Item13,AspV,NP,442.39,0.00 
Subj49,Item13,AspV,NP_1,454.43,0.00 
Subj49,Item13,AspV,NP_2,433.75,0.00 
Subj49,Item14,PrefV,Verb,331.27,0.35 
Subj49,Item14,PrefV,NP,299.26,0.35 
Subj49,Item14,PrefV,NP_1,285.37,0.35 
Subj49,Item14,PrefV,NP_2,271.35,0.35 
Subj49,Item15,NonPrefV,Verb,318.79,0.00 
Subj49,Item15,NonPrefV,NP,159.37,0.00 
Subj49,Item15,NonPrefV,NP_1,582.72,0.00 
Subj49,Item15,NonPrefV,NP_2,349.36,0.00 
Subj49,Item16,AspV,Verb,249.29,0.05 
Subj49,Item16,AspV,NP,220.68,0.05 
Subj49,Item16,AspV,NP_1,417.39,0.05 
Subj49,Item16,AspV,NP_2,382.64,0.05 
Subj49,Item17,PrefV,Verb,362.22,0.10 
Subj49,Item17,PrefV,NP,424.91,0.10 
Subj49,Item17,PrefV,NP_1,421.56,0.10 
Subj49,Item17,PrefV,NP_2,386.36,0.10 
Subj49,Item18,NonPrefV,Verb,191.78,0.05 
Subj49,Item18,NonPrefV,NP,629.76,0.05 
Subj49,Item18,NonPrefV,NP_1,394.63,0.05 
Subj49,Item18,NonPrefV,NP_2,344.49,0.05 
Subj49,Item19,AspV,Verb,316.56,0.20 
Subj49,Item19,AspV,NP,205.97,0.20 
Subj49,Item19,AspV,NP_1,259.38,0.20 
Subj49,Item19,AspV,NP_2,214.58,0.20 
Subj49,Item20,PrefV,Verb,481.48,0.40 
Subj49,Item20,PrefV,NP,219.99,0.40 
Subj49,Item20,PrefV,NP_1,560.78,0.40 
Subj49,Item20,PrefV,NP_2,360.1,0.40 
Subj49,Item21,NonPrefV,Verb,486.73,0.00 
Subj49,Item21,NonPrefV,NP,496.64,0.00 
Subj49,Item21,NonPrefV,NP_1,378.75,0.00 
Subj49,Item21,NonPrefV,NP_2,393.43,0.00 
Subj49,Item22,AspV,Verb,217.86,0.15 
Subj49,Item22,AspV,NP,350.53,0.15 
Subj49,Item22,AspV,NP_1,350.57,0.15 
Subj49,Item22,AspV,NP_2,414.48,0.15 
Subj49,Item23,PrefV,Verb,364.43,0.55 
Subj49,Item23,PrefV,NP,331.02,0.55 
Subj49,Item23,PrefV,NP_1,491.82,0.55 
Subj49,Item23,PrefV,NP_2,357.85,0.55 
Subj49,Item24,NonPrefV,Verb,316.07,0.00 
Subj49,Item24,NonPrefV,NP,364.75,0.00 
Subj49,Item24,NonPrefV,NP_1,428.19,0.00 
Subj49,Item24,NonPrefV,NP_2,488.87,0.00 
Subj49,Item25,AspV,Verb,233.81,0.00 
Subj49,Item25,AspV,NP,174.48,0.00 
Subj49,Item25,AspV,NP_1,197.01,0.00 
Subj49,Item25,AspV,NP_2,523.17,0.00 
Subj49,Item26,PrefV,Verb,449.42,0.60 
Subj49,Item26,PrefV,NP,572.81,0.60 
Subj49,Item26,PrefV,NP_1,611.37,0.60 
Subj49,Item26,PrefV,NP_2,584.82,0.60 
Subj49,Item27,NonPrefV,Verb,281.65,0.00 
Subj49,Item27,NonPrefV,NP,172.43,0.00 
Subj49,Item27,NonPrefV,NP_1,291.06,0.00 
Subj49,Item27,NonPrefV,NP_2,453.06,0.00 
Subj49,Item28,AspV,Verb,264.28,0.00 
Subj49,Item28,AspV,NP,219.86,0.00 
Subj49,Item28,AspV,NP_1,256.39,0.00 
Subj49,Item28,AspV,NP_2,707.77,0.00 
Subj49,Item29,PrefV,Verb,233.22,0.25 
Subj49,Item29,PrefV,NP,333.94,0.25 
Subj49,Item29,PrefV,NP_1,141.96,0.25 
Subj49,Item29,PrefV,NP_2,149.9,0.25 
Subj49,Item30,NonPrefV,Verb,229.41,0.20 
Subj49,Item30,NonPrefV,NP,202.21,0.20 
Subj49,Item30,NonPrefV,NP_1,624.23,0.20 
Subj49,Item30,NonPrefV,NP_2,676.85,0.20 
Subj49,Item31,AspV,Verb,258.66,0.00 
Subj49,Item31,AspV,NP,165.86,0.00 
Subj49,Item31,AspV,NP_1,717.35,0.00 
Subj49,Item31,AspV,NP_2,334.63,0.00 
Subj49,Item32,PrefV,Verb,326.12,0.60 
Subj49,Item32,PrefV,NP,198.01,0.60 
Subj49,Item32,PrefV,NP_1,236.03,0.60 
Subj49,Item32,PrefV,NP_2,656.11,0.60 
Subj50,Item1,PrefV,Verb,672.52,0.60 
Subj50,Item1,PrefV,NP,1219.18,0.60 
Subj50,Item1,PrefV,NP_1,783.84,0.60 
Subj50,Item1,PrefV,NP_2,830.43,0.60 
Subj50,Item2,NonPrefV,Verb,477.8,0.35 
Subj50,Item2,NonPrefV,NP,440.51,0.35 
Subj50,Item2,NonPrefV,NP_1,452.5,0.35 
Subj50,Item2,NonPrefV,NP_2,399.74,0.35 
Subj50,Item3,AspV,Verb,491.54,0.00 
Subj50,Item3,AspV,NP,469.51,0.00 
Subj50,Item3,AspV,NP_1,496.04,0.00 
Subj50,Item3,AspV,NP_2,602.2,0.00 
Subj50,Item4,PrefV,Verb,624.32,0.90 
Subj50,Item4,PrefV,NP,420.96,0.90 
Subj50,Item4,PrefV,NP_1,497.53,0.90 
Subj50,Item4,PrefV,NP_2,411.63,0.90 
Subj50,Item5,NonPrefV,Verb,462.24,0.30 
Subj50,Item5,NonPrefV,NP,553.67,0.30 
Subj50,Item5,NonPrefV,NP_1,401.03,0.30 
Subj50,Item5,NonPrefV,NP_2,398.25,0.30 
Subj50,Item6,AspV,Verb,496.75,0.10 
Subj50,Item6,AspV,NP,410.97,0.10 
Subj50,Item6,AspV,NP_1,504.24,0.10 
Subj50,Item6,AspV,NP_2,449.53,0.10 
Subj50,Item7,PrefV,Verb,720.31,0.45 
Subj50,Item7,PrefV,NP,769.02,0.45 
Subj50,Item7,PrefV,NP_1,1087.69,0.45 
Subj50,Item7,PrefV,NP_2,753.72,0.45 
Subj50,Item8,NonPrefV,Verb,608.43,0.25 
Subj50,Item8,NonPrefV,NP,501.8,0.25 
Subj50,Item8,NonPrefV,NP_1,399.07,0.25 
Subj50,Item8,NonPrefV,NP_2,461.1,0.25 
Subj50,Item9,AspV,Verb,654.86,0.10 
Subj50,Item9,AspV,NP,1554.22,0.10 
Subj50,Item9,AspV,NP_1,861.46,0.10 
Subj50,Item9,AspV,NP_2,536.88,0.10 
Subj50,Item10,PrefV,Verb,1471.02,0.35 
Subj50,Item10,PrefV,NP,625.71,0.35 
Subj50,Item10,PrefV,NP_1,646.28,0.35 
Subj50,Item10,PrefV,NP_2,378.28,0.35 
Subj50,Item11,NonPrefV,Verb,502.19,0.40 
Subj50,Item11,NonPrefV,NP,367.54,0.40 
Subj50,Item11,NonPrefV,NP_1,366.08,0.40 
Subj50,Item11,NonPrefV,NP_2,429.42,0.40 
Subj50,Item12,AspV,Verb,497.72,0.00 
Subj50,Item12,AspV,NP,715.73,0.00 
Subj50,Item12,AspV,NP_1,461.18,0.00 
Subj50,Item12,AspV,NP_2,408.58,0.00 
Subj50,Item13,PrefV,Verb,4000,0.15 
Subj50,Item13,PrefV,NP,4000,0.15 
Subj50,Item13,PrefV,NP_1,1204.67,0.15 
Subj50,Item13,PrefV,NP_2,722.05,0.15 
Subj50,Item14,NonPrefV,Verb,509.09,0.15 
Subj50,Item14,NonPrefV,NP,454.42,0.15 
Subj50,Item14,NonPrefV,NP_1,433.74,0.15 
Subj50,Item14,NonPrefV,NP_2,750.41,0.15 
Subj50,Item15,AspV,Verb,416.62,0.00 
Subj50,Item15,AspV,NP,365.94,0.00 
Subj50,Item15,AspV,NP_1,332.61,0.00 
Subj50,Item15,AspV,NP_2,333.28,0.00 
Subj50,Item16,PrefV,Verb,406.19,0.60 
Subj50,Item16,PrefV,NP,387.49,0.60 
Subj50,Item16,PrefV,NP_1,369.43,0.60 
Subj50,Item16,PrefV,NP_2,384.2,0.60 
Subj50,Item17,NonPrefV,Verb,487.2,0.05 
Subj50,Item17,NonPrefV,NP,305.18,0.05 
Subj50,Item17,NonPrefV,NP_1,338.51,0.05 
Subj50,Item17,NonPrefV,NP_2,466.45,0.05 
Subj50,Item18,AspV,Verb,857.37,0.20 
Subj50,Item18,AspV,NP,1108.73,0.20 
Subj50,Item18,AspV,NP_1,1029.95,0.20 
Subj50,Item18,AspV,NP_2,1034.71,0.20 
Subj50,Item19,PrefV,Verb,409.36,0.55 
Subj50,Item19,PrefV,NP,326.73,0.55 
Subj50,Item19,PrefV,NP_1,343.46,0.55 
Subj50,Item19,PrefV,NP_2,247.29,0.55 
Subj50,Item20,NonPrefV,Verb,434.32,0.25 
Subj50,Item20,NonPrefV,NP,398.27,0.25 
Subj50,Item20,NonPrefV,NP_1,364.28,0.25 
Subj50,Item20,NonPrefV,NP_2,347.6,0.25 
Subj50,Item21,AspV,Verb,448.51,0.05 
Subj50,Item21,AspV,NP,428.44,0.05 
Subj50,Item21,AspV,NP_1,377.26,0.05 
Subj50,Item21,AspV,NP_2,311.76,0.05 
Subj50,Item22,PrefV,Verb,411.75,0.30 
Subj50,Item22,PrefV,NP,313,0.30 
Subj50,Item22,PrefV,NP_1,394.44,0.30 
Subj50,Item22,PrefV,NP_2,328.38,0.30 
Subj50,Item23,NonPrefV,Verb,586.51,0.25 
Subj50,Item23,NonPrefV,NP,544.51,0.25 
Subj50,Item23,NonPrefV,NP_1,552.53,0.25 
Subj50,Item23,NonPrefV,NP_2,495.76,0.25 
Subj50,Item24,AspV,Verb,703.2,0.00 
Subj50,Item24,AspV,NP,704.48,0.00 
Subj50,Item24,AspV,NP_1,545.75,0.00 
Subj50,Item24,AspV,NP_2,569.88,0.00 
Subj50,Item25,PrefV,Verb,531.86,0.85 
Subj50,Item25,PrefV,NP,460.64,0.85 
Subj50,Item25,PrefV,NP_1,487.89,0.85 
Subj50,Item25,PrefV,NP_2,449.91,0.85 
Subj50,Item26,NonPrefV,Verb,382.85,0.25 
Subj50,Item26,NonPrefV,NP,524.92,0.25 
Subj50,Item26,NonPrefV,NP_1,517.5,0.25 
Subj50,Item26,NonPrefV,NP_2,478.29,0.25 
Subj50,Item27,AspV,Verb,398.2,0.00 
Subj50,Item27,AspV,NP,556.71,0.00 
Subj50,Item27,AspV,NP_1,611.6,0.00 
Subj50,Item27,AspV,NP_2,408.98,0.00 
Subj50,Item28,PrefV,Verb,378.07,0.25 
Subj50,Item28,PrefV,NP,376.72,0.25 
Subj50,Item28,PrefV,NP_1,439.41,0.25 
Subj50,Item28,PrefV,NP_2,419.46,0.25 
Subj50,Item29,NonPrefV,Verb,371.49,0.40 
Subj50,Item29,NonPrefV,NP,322.13,0.40 
Subj50,Item29,NonPrefV,NP_1,290.76,0.40 
Subj50,Item29,NonPrefV,NP_2,308.8,0.40 
Subj50,Item30,AspV,Verb,566.54,0.05 
Subj50,Item30,AspV,NP,429.87,0.05 
Subj50,Item30,AspV,NP_1,410.63,0.05 
Subj50,Item30,AspV,NP_2,327.99,0.05 
Subj50,Item31,PrefV,Verb,3253.02,0.50 
Subj50,Item31,PrefV,NP,464.32,0.50 
Subj50,Item31,PrefV,NP_1,363.64,0.50 
Subj50,Item31,PrefV,NP_2,347.01,0.50 
Subj50,Item32,NonPrefV,Verb,399.98,0.10 
Subj50,Item32,NonPrefV,NP,286.05,0.10 
Subj50,Item32,NonPrefV,NP_1,320.06,0.10 
Subj50,Item32,NonPrefV,NP_2,272.66,0.10 
Subj51,Item1,NonPrefV,Verb,322.08,0.05 
Subj51,Item1,NonPrefV,NP,275.33,0.05 
Subj51,Item1,NonPrefV,NP_1,309.47,0.05 
Subj51,Item1,NonPrefV,NP_2,182.79,0.05 
Subj51,Item2,AspV,Verb,534.88,0.05 
Subj51,Item2,AspV,NP,1054.9,0.05 
Subj51,Item2,AspV,NP_1,1346.14,0.05 
Subj51,Item2,AspV,NP_2,1562.21,0.05 
Subj51,Item3,PrefV,Verb,770.06,0.20 
Subj51,Item3,PrefV,NP,480.37,0.20 
Subj51,Item3,PrefV,NP_1,378.41,0.20 
Subj51,Item3,PrefV,NP_2,361.24,0.20 
Subj51,Item4,NonPrefV,Verb,249.49,0.05 
Subj51,Item4,NonPrefV,NP,156.91,0.05 
Subj51,Item4,NonPrefV,NP_1,212.12,0.05 
Subj51,Item4,NonPrefV,NP_2,121.57,0.05 
Subj51,Item5,AspV,Verb,519.44,0.00 
Subj51,Item5,AspV,NP,1056.14,0.00 
Subj51,Item5,AspV,NP_1,499.4,0.00 
Subj51,Item5,AspV,NP_2,573.53,0.00 
Subj51,Item6,PrefV,Verb,341.36,0.10 
Subj51,Item6,PrefV,NP,261.38,0.10 
Subj51,Item6,PrefV,NP_1,440.74,0.10 
Subj51,Item6,PrefV,NP_2,276.73,0.10 
Subj51,Item7,NonPrefV,Verb,297.8,0.10 
Subj51,Item7,NonPrefV,NP,187.83,0.10 
Subj51,Item7,NonPrefV,NP_1,241.88,0.10 
Subj51,Item7,NonPrefV,NP_2,229.78,0.10 
Subj51,Item8,AspV,Verb,578.21,0.00 
Subj51,Item8,AspV,NP,1496.72,0.00 
Subj51,Item8,AspV,NP_1,778.86,0.00 
Subj51,Item8,AspV,NP_2,425.52,0.00 
Subj51,Item9,PrefV,Verb,523.73,0.35 
Subj51,Item9,PrefV,NP,1252.39,0.35 
Subj51,Item9,PrefV,NP_1,432.23,0.35 
Subj51,Item9,PrefV,NP_2,461.02,0.35 
