Subject,Item,VerbType,Position,RT,NPPredictability
Subj16,Item3,NonPrefV,Verb,341.75 ,0.00 
Subj16,Item3,NonPrefV,NP,277.77 ,0.00 
Subj16,Item3,NonPrefV,NP_1,328.42 ,0.00 
Subj16,Item3,NonPrefV,NP_2,265.00 ,0.00 
Subj16,Item4,AspV,Verb,216.64 ,0.00 
Subj16,Item4,AspV,NP,189.41 ,0.00 
Subj16,Item4,AspV,NP_1,275.46 ,0.00 
Subj16,Item4,AspV,NP_2,278.13 ,0.00 
Subj16,Item5,PrefV,Verb,606.88 ,0.30 
Subj16,Item5,PrefV,NP,532.20 ,0.30 
Subj16,Item5,PrefV,NP_1,428.88 ,0.30 
Subj16,Item5,PrefV,NP_2,361.65 ,0.30 
Subj16,Item6,NonPrefV,Verb,647.62 ,0.20 
Subj16,Item6,NonPrefV,NP,346.95 ,0.20 
Subj16,Item6,NonPrefV,NP_1,314.97 ,0.20 
Subj16,Item6,NonPrefV,NP_2,236.32 ,0.20 
Subj16,Item7,AspV,Verb,244.67 ,0.00 
Subj16,Item7,AspV,NP,328.57 ,0.00 
Subj16,Item7,AspV,NP_1,585.36 ,0.00 
Subj16,Item7,AspV,NP_2,335.28 ,0.00 
Subj16,Item8,PrefV,Verb,275.35 ,0.10 
Subj16,Item8,PrefV,NP,181.91 ,0.10 
Subj16,Item8,PrefV,NP_1,284.73 ,0.10 
Subj16,Item8,PrefV,NP_2,302.69 ,0.10 
Subj16,Item9,NonPrefV,Verb,220.46 ,0.10 
Subj16,Item9,NonPrefV,NP,193.21 ,0.10 
Subj16,Item9,NonPrefV,NP_1,263.06 ,0.10 
Subj16,Item9,NonPrefV,NP_2,282.39 ,0.10 
Subj16,Item10,AspV,Verb,199.17 ,0.00 
Subj16,Item10,AspV,NP,140.65 ,0.00 
Subj16,Item10,AspV,NP_1,132.51 ,0.00 
Subj16,Item10,AspV,NP_2,317.33 ,0.00 
Subj16,Item11,PrefV,Verb,202.36 ,0.50 
Subj16,Item11,PrefV,NP,271.83 ,0.50 
Subj16,Item11,PrefV,NP_1,306.44 ,0.50 
Subj16,Item11,PrefV,NP_2,275.85 ,0.50 
Subj16,Item12,NonPrefV,Verb,317.72 ,0.40 
Subj16,Item12,NonPrefV,NP,238.42 ,0.40 
Subj16,Item12,NonPrefV,NP_1,306.44 ,0.40 
Subj16,Item12,NonPrefV,NP_2,259.74 ,0.40 
Subj16,Item13,AspV,Verb,268.94 ,0.00 
Subj16,Item13,AspV,NP,223.58 ,0.00 
Subj16,Item13,AspV,NP_1,356.30 ,0.00 
Subj16,Item13,AspV,NP_2,259.61 ,0.00 
Subj16,Item14,PrefV,Verb,163.16 ,0.35 
Subj16,Item14,PrefV,NP,169.88 ,0.35 
Subj16,Item14,PrefV,NP_1,192.63 ,0.35 
Subj16,Item14,PrefV,NP_2,246.51 ,0.35 
Subj16,Item15,NonPrefV,Verb,204.18 ,0.00 
Subj16,Item15,NonPrefV,NP,241.53 ,0.00 
Subj16,Item15,NonPrefV,NP_1,245.50 ,0.00 
Subj16,Item15,NonPrefV,NP_2,281.52 ,0.00 
Subj16,Item16,AspV,Verb,314.28 ,0.05 
Subj16,Item16,AspV,NP,315.60 ,0.05 
Subj16,Item16,AspV,NP_1,412.96 ,0.05 
Subj16,Item16,AspV,NP_2,314.28 ,0.05 
Subj16,Item17,PrefV,Verb,346.32 ,0.10 
Subj16,Item17,PrefV,NP,298.32 ,0.10 
Subj16,Item17,PrefV,NP_1,268.43 ,0.10 
Subj16,Item17,PrefV,NP_2,303.58 ,0.10 
Subj16,Item18,NonPrefV,Verb,301.13 ,0.05 
Subj16,Item18,NonPrefV,NP,303.11 ,0.05 
Subj16,Item18,NonPrefV,NP_1,336.33 ,0.05 
Subj16,Item18,NonPrefV,NP_2,352.48 ,0.05 
Subj16,Item19,AspV,Verb,364.30 ,0.20 
Subj16,Item19,AspV,NP,315.72 ,0.20 
Subj16,Item19,AspV,NP_1,412.99 ,0.20 
Subj16,Item19,AspV,NP_2,298.43 ,0.20 
Subj16,Item20,PrefV,Verb,291.89 ,0.40 
Subj16,Item20,PrefV,NP,389.81 ,0.40 
Subj16,Item20,PrefV,NP_1,372.08 ,0.40 
Subj16,Item20,PrefV,NP_2,338.58 ,0.40 
Subj16,Item21,NonPrefV,Verb,305.40 ,0.00 
Subj16,Item21,NonPrefV,NP,498.71 ,0.00 
Subj16,Item21,NonPrefV,NP_1,428.72 ,0.00 
Subj16,Item21,NonPrefV,NP_2,329.39 ,0.00 
Subj16,Item22,AspV,Verb,253.57 ,0.15 
Subj16,Item22,AspV,NP,240.93 ,0.15 
Subj16,Item22,AspV,NP_1,228.82 ,0.15 
Subj16,Item22,AspV,NP_2,249.51 ,0.15 
Subj16,Item23,PrefV,Verb,288.10 ,0.55 
Subj16,Item23,PrefV,NP,258.06 ,0.55 
Subj16,Item23,PrefV,NP_1,261.26 ,0.55 
Subj16,Item23,PrefV,NP_2,296.64 ,0.55 
Subj16,Item24,NonPrefV,Verb,250.86 ,0.00 
Subj16,Item24,NonPrefV,NP,238.19 ,0.00 
Subj16,Item24,NonPrefV,NP_1,226.23 ,0.00 
Subj16,Item24,NonPrefV,NP_2,246.74 ,0.00 
Subj16,Item25,AspV,Verb,272.31 ,0.00 
Subj16,Item25,AspV,NP,226.94 ,0.00 
Subj16,Item25,AspV,NP_1,311.56 ,0.00 
Subj16,Item25,AspV,NP_2,312.90 ,0.00 
Subj16,Item26,PrefV,Verb,297.92 ,0.60 
Subj16,Item26,PrefV,NP,155.36 ,0.60 
Subj16,Item26,PrefV,NP_1,306.74 ,0.60 
Subj16,Item26,PrefV,NP_2,276.07 ,0.60 
Subj16,Item27,NonPrefV,Verb,365.25 ,0.00 
Subj16,Item27,NonPrefV,NP,268.61 ,0.00 
Subj16,Item27,NonPrefV,NP_1,255.34 ,0.00 
Subj16,Item27,NonPrefV,NP_2,322.74 ,0.00 
Subj16,Item28,AspV,Verb,382.17 ,0.00 
Subj16,Item28,AspV,NP,332.83 ,0.00 
Subj16,Item28,AspV,NP_1,349.53 ,0.00 
Subj16,Item28,AspV,NP_2,333.55 ,0.00 
Subj16,Item29,PrefV,Verb,250.16 ,0.25 
Subj16,Item29,PrefV,NP,222.34 ,0.25 
Subj16,Item29,PrefV,NP_1,275.02 ,0.25 
Subj16,Item29,PrefV,NP_2,293.58 ,0.25 
Subj16,Item30,NonPrefV,Verb,325.44 ,0.20 
Subj16,Item30,NonPrefV,NP,358.12 ,0.20 
Subj16,Item30,NonPrefV,NP_1,165.24 ,0.20 
Subj16,Item30,NonPrefV,NP_2,364.64 ,0.20 
Subj16,Item31,AspV,Verb,281.34 ,0.00 
Subj16,Item31,AspV,NP,300.00 ,0.00 
Subj16,Item31,AspV,NP_1,606.09 ,0.00 
Subj16,Item31,AspV,NP_2,387.50 ,0.00 
Subj16,Item32,PrefV,Verb,192.78 ,0.60 
Subj16,Item32,PrefV,NP,230.69 ,0.60 
Subj16,Item32,PrefV,NP_1,363.40 ,0.60 
Subj16,Item32,PrefV,NP_2,346.76 ,0.60 
Subj17,Item1,PrefV,Verb,188.59 ,0.60 
Subj17,Item1,PrefV,NP,242.62 ,0.60 
Subj17,Item1,PrefV,NP_1,150.49 ,0.60 
Subj17,Item1,PrefV,NP_2,174.67 ,0.60 
Subj17,Item2,NonPrefV,Verb,196.32 ,0.35 
Subj17,Item2,NonPrefV,NP,185.79 ,0.35 
Subj17,Item2,NonPrefV,NP_1,175.76 ,0.35 
Subj17,Item2,NonPrefV,NP_2,214.36 ,0.35 
Subj17,Item3,AspV,Verb,312.07 ,0.00 
Subj17,Item3,AspV,NP,169.47 ,0.00 
Subj17,Item3,AspV,NP_1,208.17 ,0.00 
Subj17,Item3,AspV,NP_2,293.45 ,0.00 
Subj17,Item4,PrefV,Verb,289.81 ,0.90 
Subj17,Item4,PrefV,NP,259.83 ,0.90 
Subj17,Item4,PrefV,NP_1,199.01 ,0.90 
Subj17,Item4,PrefV,NP_2,637.17 ,0.90 
Subj17,Item5,NonPrefV,Verb,306.80 ,0.30 
Subj17,Item5,NonPrefV,NP,148.00 ,0.30 
Subj17,Item5,NonPrefV,NP_1,204.14 ,0.30 
Subj17,Item5,NonPrefV,NP_2,193.44 ,0.30 
Subj17,Item6,AspV,Verb,375.36 ,0.10 
Subj17,Item6,AspV,NP,438.01 ,0.10 
Subj17,Item6,AspV,NP_1,354.05 ,0.10 
Subj17,Item6,AspV,NP_2,273.39 ,0.10 
Subj17,Item7,PrefV,Verb,311.85 ,0.45 
Subj17,Item7,PrefV,NP,441.25 ,0.45 
Subj17,Item7,PrefV,NP_1,1285.28 ,0.45 
Subj17,Item7,PrefV,NP_2,287.29 ,0.45 
Subj17,Item8,NonPrefV,Verb,214.51 ,0.25 
Subj17,Item8,NonPrefV,NP,171.31 ,0.25 
Subj17,Item8,NonPrefV,NP_1,225.97 ,0.25 
Subj17,Item8,NonPrefV,NP_2,166.59 ,0.25 
Subj17,Item9,AspV,Verb,197.05 ,0.10 
Subj17,Item9,AspV,NP,154.46 ,0.10 
Subj17,Item9,AspV,NP_1,209.82 ,0.10 
Subj17,Item9,AspV,NP_2,183.02 ,0.10 
Subj17,Item10,PrefV,Verb,328.35 ,0.35 
Subj17,Item10,PrefV,NP,248.24 ,0.35 
Subj17,Item10,PrefV,NP_1,204.39 ,0.35 
Subj17,Item10,PrefV,NP_2,209.75 ,0.35 
Subj17,Item11,NonPrefV,Verb,222.12 ,0.40 
Subj17,Item11,NonPrefV,NP,258.77 ,0.40 
Subj17,Item11,NonPrefV,NP_1,310.14 ,0.40 
Subj17,Item11,NonPrefV,NP_2,279.34 ,0.40 
Subj17,Item12,AspV,Verb,271.05 ,0.00 
Subj17,Item12,AspV,NP,145.59 ,0.00 
Subj17,Item12,AspV,NP_1,185.68 ,0.00 
Subj17,Item12,AspV,NP_2,175.71 ,0.00 
Subj17,Item13,PrefV,Verb,290.10 ,0.15 
Subj17,Item13,PrefV,NP,148.01 ,0.15 
Subj17,Item13,PrefV,NP_1,236.11 ,0.15 
Subj17,Item13,PrefV,NP_2,192.09 ,0.15 
Subj17,Item14,NonPrefV,Verb,254.07 ,0.15 
Subj17,Item14,NonPrefV,NP,193.11 ,0.15 
Subj17,Item14,NonPrefV,NP_1,263.12 ,0.15 
Subj17,Item14,NonPrefV,NP_2,233.86 ,0.15 
Subj17,Item15,AspV,Verb,253.85 ,0.00 
Subj17,Item15,AspV,NP,193.24 ,0.00 
Subj17,Item15,AspV,NP_1,231.09 ,0.00 
Subj17,Item15,AspV,NP_2,315.79 ,0.00 
Subj17,Item16,PrefV,Verb,390.63 ,0.60 
Subj17,Item16,PrefV,NP,404.60 ,0.60 
Subj17,Item16,PrefV,NP_1,561.90 ,0.60 
Subj17,Item16,PrefV,NP_2,473.32 ,0.60 
Subj17,Item17,NonPrefV,Verb,259.78 ,0.05 
Subj17,Item17,NonPrefV,NP,326.49 ,0.05 
Subj17,Item17,NonPrefV,NP_1,311.18 ,0.05 
Subj17,Item17,NonPrefV,NP_2,296.39 ,0.05 
Subj17,Item18,AspV,Verb,229.37 ,0.20 
Subj17,Item18,AspV,NP,170.17 ,0.20 
Subj17,Item18,AspV,NP_1,176.87 ,0.20 
Subj17,Item18,AspV,NP_2,199.42 ,0.20 
Subj17,Item19,PrefV,Verb,174.23 ,0.55 
Subj17,Item19,PrefV,NP,244.95 ,0.55 
Subj17,Item19,PrefV,NP_1,232.85 ,0.55 
Subj17,Item19,PrefV,NP_2,301.64 ,0.55 
Subj17,Item20,NonPrefV,Verb,294.56 ,0.25 
Subj17,Item20,NonPrefV,NP,231.76 ,0.25 
Subj17,Item20,NonPrefV,NP_1,332.48 ,0.25 
Subj17,Item20,NonPrefV,NP_2,301.27 ,0.25 
Subj17,Item21,AspV,Verb,177.10 ,0.05 
Subj17,Item21,AspV,NP,199.67 ,0.05 
Subj17,Item21,AspV,NP_1,189.74 ,0.05 
Subj17,Item21,AspV,NP_2,228.23 ,0.05 
Subj17,Item22,PrefV,Verb,297.36 ,0.30 
Subj17,Item22,PrefV,NP,187.40 ,0.30 
Subj17,Item22,PrefV,NP_1,289.39 ,0.30 
Subj17,Item22,PrefV,NP_2,211.35 ,0.30 
Subj17,Item23,NonPrefV,Verb,248.13 ,0.25 
Subj17,Item23,NonPrefV,NP,155.60 ,0.25 
Subj17,Item23,NonPrefV,NP_1,178.84 ,0.25 
Subj17,Item23,NonPrefV,NP_2,233.52 ,0.25 
Subj17,Item24,AspV,Verb,258.17 ,0.00 
Subj17,Item24,AspV,NP,245.50 ,0.00 
Subj17,Item24,AspV,NP_1,313.54 ,0.00 
Subj17,Item24,AspV,NP_2,218.96 ,0.00 
Subj17,Item25,PrefV,Verb,183.11 ,0.85 
Subj17,Item25,PrefV,NP,157.21 ,0.85 
Subj17,Item25,PrefV,NP_1,164.46 ,0.85 
Subj17,Item25,PrefV,NP_2,139.25 ,0.85 
Subj17,Item26,NonPrefV,Verb,277.51 ,0.25 
Subj17,Item26,NonPrefV,NP,279.41 ,0.25 
Subj17,Item26,NonPrefV,NP_1,330.07 ,0.25 
Subj17,Item26,NonPrefV,NP_2,218.87 ,0.25 
Subj17,Item27,AspV,Verb,327.29 ,0.00 
Subj17,Item27,AspV,NP,279.88 ,0.00 
Subj17,Item27,AspV,NP_1,330.51 ,0.00 
Subj17,Item27,AspV,NP_2,299.21 ,0.00 
Subj17,Item28,PrefV,Verb,544.07 ,0.25 
Subj17,Item28,PrefV,NP,407.99 ,0.25 
Subj17,Item28,PrefV,NP_1,213.33 ,0.25 
Subj17,Item28,PrefV,NP_2,234.76 ,0.25 
Subj17,Item29,NonPrefV,Verb,297.44 ,0.40 
Subj17,Item29,NonPrefV,NP,427.72 ,0.40 
Subj17,Item29,NonPrefV,NP_1,440.22 ,0.40 
Subj17,Item29,NonPrefV,NP_2,404.22 ,0.40 
Subj17,Item30,AspV,Verb,510.29 ,0.05 
Subj17,Item30,AspV,NP,327.06 ,0.05 
Subj17,Item30,AspV,NP_1,471.76 ,0.05 
Subj17,Item30,AspV,NP_2,322.33 ,0.05 
Subj17,Item31,PrefV,Verb,281.33 ,0.50 
Subj17,Item31,PrefV,NP,172.14 ,0.50 
Subj17,Item31,PrefV,NP_1,146.66 ,0.50 
Subj17,Item31,PrefV,NP_2,362.75 ,0.50 
Subj17,Item32,NonPrefV,Verb,291.97 ,0.10 
Subj17,Item32,NonPrefV,NP,293.96 ,0.10 
Subj17,Item32,NonPrefV,NP_1,471.94 ,0.10 
Subj17,Item32,NonPrefV,NP_2,322.66 ,0.10 
Subj18,Item1,NonPrefV,Verb,543.49 ,0.05 
Subj18,Item1,NonPrefV,NP,471.46 ,0.05 
Subj18,Item1,NonPrefV,NP_1,498.08 ,0.05 
Subj18,Item1,NonPrefV,NP_2,556.18 ,0.05 
Subj18,Item2,AspV,Verb,2801.40 ,0.05 
Subj18,Item2,AspV,NP,478.60 ,0.05 
Subj18,Item2,AspV,NP_1,825.43 ,0.05 
Subj18,Item2,AspV,NP_2,438.12 ,0.05 
Subj18,Item3,PrefV,Verb,253.85 ,0.20 
Subj18,Item3,PrefV,NP,257.27 ,0.20 
Subj18,Item3,PrefV,NP_1,276.55 ,0.20 
Subj18,Item3,PrefV,NP_2,279.11 ,0.20 
Subj18,Item4,NonPrefV,Verb,288.76 ,0.05 
Subj18,Item4,NonPrefV,NP,642.45 ,0.05 
Subj18,Item4,NonPrefV,NP_1,262.34 ,0.05 
Subj18,Item4,NonPrefV,NP_2,313.69 ,0.05 
Subj18,Item5,AspV,Verb,305.73 ,0.00 
Subj18,Item5,AspV,NP,467.13 ,0.00 
Subj18,Item5,AspV,NP_1,366.33 ,0.00 
Subj18,Item5,AspV,NP_2,285.81 ,0.00 
Subj18,Item6,PrefV,Verb,271.72 ,0.10 
Subj18,Item6,PrefV,NP,322.44 ,0.10 
Subj18,Item6,PrefV,NP_1,403.13 ,0.10 
Subj18,Item6,PrefV,NP_2,448.35 ,0.10 
Subj18,Item7,NonPrefV,Verb,488.86 ,0.10 
Subj18,Item7,NonPrefV,NP,434.85 ,0.10 
Subj18,Item7,NonPrefV,NP_1,478.73 ,0.10 
Subj18,Item7,NonPrefV,NP_2,473.60 ,0.10 
Subj18,Item8,AspV,Verb,319.63 ,0.00 
Subj18,Item8,AspV,NP,400.24 ,0.00 
Subj18,Item8,AspV,NP_1,878.30 ,0.00 
Subj18,Item8,AspV,NP_2,425.00 ,0.00 
Subj18,Item9,PrefV,Verb,509.19 ,0.35 
Subj18,Item9,PrefV,NP,518.50 ,0.35 
Subj18,Item9,PrefV,NP_1,431.06 ,0.35 
Subj18,Item9,PrefV,NP_2,507.84 ,0.35 
Subj18,Item10,NonPrefV,Verb,458.53 ,0.20 
Subj18,Item10,NonPrefV,NP,469.84 ,0.20 
Subj18,Item10,NonPrefV,NP_1,400.50 ,0.20 
Subj18,Item10,NonPrefV,NP_2,430.41 ,0.20 
Subj18,Item11,AspV,Verb,284.46 ,0.00 
Subj18,Item11,AspV,NP,335.16 ,0.00 
Subj18,Item11,AspV,NP_1,303.20 ,0.00 
Subj18,Item11,AspV,NP_2,304.54 ,0.00 
Subj18,Item12,PrefV,Verb,334.07 ,0.45 
Subj18,Item12,PrefV,NP,542.66 ,0.45 
Subj18,Item12,PrefV,NP_1,374.71 ,0.45 
Subj18,Item12,PrefV,NP_2,325.42 ,0.45 
Subj18,Item13,NonPrefV,Verb,618.20 ,0.05 
Subj18,Item13,NonPrefV,NP,414.84 ,0.05 
Subj18,Item13,NonPrefV,NP_1,444.16 ,0.05 
Subj18,Item13,NonPrefV,NP_2,424.20 ,0.05 
Subj18,Item14,AspV,Verb,238.82 ,0.05 
Subj18,Item14,AspV,NP,226.84 ,0.05 
Subj18,Item14,AspV,NP_1,231.36 ,0.05 
Subj18,Item14,AspV,NP_2,236.06 ,0.05 
Subj18,Item15,PrefV,Verb,479.67 ,0.20 
Subj18,Item15,PrefV,NP,90.38 ,0.20 
Subj18,Item15,PrefV,NP_1,820.49 ,0.20 
Subj18,Item15,PrefV,NP_2,417.16 ,0.20 
Subj18,Item16,NonPrefV,Verb,373.37 ,0.20 
Subj18,Item16,NonPrefV,NP,436.02 ,0.20 
Subj18,Item16,NonPrefV,NP_1,415.93 ,0.20 
Subj18,Item16,NonPrefV,NP_2,428.70 ,0.20 
Subj18,Item17,AspV,Verb,300.83 ,0.00 
Subj18,Item17,AspV,NP,413.87 ,0.00 
Subj18,Item17,AspV,NP_1,667.30 ,0.00 
Subj18,Item17,AspV,NP_2,446.54 ,0.00 
Subj18,Item18,PrefV,Verb,699.50 ,0.40 
Subj18,Item18,PrefV,NP,732.83 ,0.40 
Subj18,Item18,PrefV,NP_1,477.85 ,0.40 
Subj18,Item18,PrefV,NP_2,536.30 ,0.40 
Subj18,Item19,NonPrefV,Verb,501.89 ,0.30 
Subj18,Item19,NonPrefV,NP,479.15 ,0.30 
Subj18,Item19,NonPrefV,NP_1,425.93 ,0.30 
Subj18,Item19,NonPrefV,NP_2,390.63 ,0.30 
Subj18,Item20,AspV,Verb,933.88 ,0.20 
Subj18,Item20,AspV,NP,429.80 ,0.20 
Subj18,Item20,AspV,NP_1,522.60 ,0.20 
Subj18,Item20,AspV,NP_2,419.23 ,0.20 
Subj18,Item21,PrefV,Verb,198.70 ,0.55 
Subj18,Item21,PrefV,NP,316.77 ,0.55 
Subj18,Item21,PrefV,NP_1,286.19 ,0.55 
Subj18,Item21,PrefV,NP_2,305.01 ,0.55 
Subj18,Item22,NonPrefV,Verb,254.41 ,0.05 
Subj18,Item22,NonPrefV,NP,609.74 ,0.05 
Subj18,Item22,NonPrefV,NP_1,375.11 ,0.05 
Subj18,Item22,NonPrefV,NP_2,261.74 ,0.05 
Subj18,Item23,AspV,Verb,397.92 ,0.45 
Subj18,Item23,AspV,NP,459.46 ,0.45 
Subj18,Item23,AspV,NP_1,422.86 ,0.45 
Subj18,Item23,AspV,NP_2,387.50 ,0.45 
Subj18,Item24,PrefV,Verb,250.75 ,0.05 
Subj18,Item24,PrefV,NP,222.06 ,0.05 
Subj18,Item24,PrefV,NP_1,194.75 ,0.05 
Subj18,Item24,PrefV,NP_2,216.59 ,0.05 
Subj18,Item25,NonPrefV,Verb,342.76 ,0.05 
Subj18,Item25,NonPrefV,NP,278.70 ,0.05 
Subj18,Item25,NonPrefV,NP_1,345.33 ,0.05 
Subj18,Item25,NonPrefV,NP_2,361.37 ,0.05 
Subj18,Item26,AspV,Verb,462.22 ,0.10 
Subj18,Item26,AspV,NP,328.86 ,0.10 
Subj18,Item26,AspV,NP_1,457.64 ,0.10 
Subj18,Item26,AspV,NP_2,356.95 ,0.10 
Subj18,Item27,PrefV,Verb,303.62 ,0.05 
Subj18,Item27,PrefV,NP,272.83 ,0.05 
Subj18,Item27,PrefV,NP_1,307.58 ,0.05 
Subj18,Item27,PrefV,NP_2,308.93 ,0.05 
Subj18,Item28,NonPrefV,Verb,470.90 ,0.10 
Subj18,Item28,NonPrefV,NP,609.62 ,0.10 
Subj18,Item28,NonPrefV,NP_1,646.86 ,0.10 
Subj18,Item28,NonPrefV,NP_2,794.87 ,0.10 
Subj18,Item29,AspV,Verb,256.49 ,0.05 
Subj18,Item29,AspV,NP,307.71 ,0.05 
Subj18,Item29,AspV,NP_1,469.17 ,0.05 
Subj18,Item29,AspV,NP_2,303.84 ,0.05 
Subj18,Item30,PrefV,Verb,398.89 ,0.65 
Subj18,Item30,PrefV,NP,253.00 ,0.65 
Subj18,Item30,PrefV,NP_1,304.36 ,0.65 
Subj18,Item30,PrefV,NP_2,481.60 ,0.65 
Subj18,Item31,NonPrefV,Verb,535.81 ,0.05 
Subj18,Item31,NonPrefV,NP,367.91 ,0.05 
Subj18,Item31,NonPrefV,NP_1,478.49 ,0.05 
Subj18,Item31,NonPrefV,NP_2,345.09 ,0.05 
Subj18,Item32,AspV,Verb,434.65 ,0.00 
Subj18,Item32,AspV,NP,398.58 ,0.00 
Subj18,Item32,AspV,NP_1,444.68 ,0.00 
Subj18,Item32,AspV,NP_2,280.57 ,0.00 
Subj19,Item1,AspV,Verb,222.74 ,0.00 
Subj19,Item1,AspV,NP,179.44 ,0.00 
Subj19,Item1,AspV,NP_1,298.05 ,0.00 
Subj19,Item1,AspV,NP_2,220.10 ,0.00 
Subj19,Item2,PrefV,Verb,221.38 ,0.30 
Subj19,Item2,PrefV,NP,226.08 ,0.30 
Subj19,Item2,PrefV,NP_1,310.75 ,0.30 
Subj19,Item2,PrefV,NP_2,440.10 ,0.30 
Subj19,Item3,NonPrefV,Verb,277.22 ,0.00 
Subj19,Item3,NonPrefV,NP,295.75 ,0.00 
Subj19,Item3,NonPrefV,NP_1,329.85 ,0.00 
Subj19,Item3,NonPrefV,NP_2,714.47 ,0.00 
Subj19,Item4,AspV,Verb,776.36 ,0.00 
Subj19,Item4,AspV,NP,951.04 ,0.00 
Subj19,Item4,AspV,NP_1,623.04 ,0.00 
Subj19,Item4,AspV,NP_2,419.96 ,0.00 
Subj19,Item5,PrefV,Verb,241.21 ,0.30 
Subj19,Item5,PrefV,NP,229.27 ,0.30 
Subj19,Item5,PrefV,NP_1,265.86 ,0.30 
Subj19,Item5,PrefV,NP_2,269.32 ,0.30 
Subj19,Item6,NonPrefV,Verb,244.90 ,0.20 
Subj19,Item6,NonPrefV,NP,248.85 ,0.20 
Subj19,Item6,NonPrefV,NP_1,541.02 ,0.20 
Subj19,Item6,NonPrefV,NP_2,325.04 ,0.20 
Subj19,Item7,AspV,Verb,427.99 ,0.00 
Subj19,Item7,AspV,NP,776.04 ,0.00 
Subj19,Item7,AspV,NP_1,918.73 ,0.00 
Subj19,Item7,AspV,NP_2,527.99 ,0.00 
Subj19,Item8,PrefV,Verb,334.83 ,0.10 
Subj19,Item8,PrefV,NP,158.54 ,0.10 
Subj19,Item8,PrefV,NP_1,261.82 ,0.10 
Subj19,Item8,PrefV,NP_2,233.13 ,0.10 
Subj19,Item9,NonPrefV,Verb,220.46 ,0.10 
Subj19,Item9,NonPrefV,NP,193.08 ,0.10 
Subj19,Item9,NonPrefV,NP_1,247.06 ,0.10 
Subj19,Item9,NonPrefV,NP_2,219.15 ,0.10 
Subj19,Item10,AspV,Verb,279.96 ,0.00 
Subj19,Item10,AspV,NP,170.79 ,0.00 
Subj19,Item10,AspV,NP_1,225.48 ,0.00 
Subj19,Item10,AspV,NP_2,374.12 ,0.00 
Subj19,Item11,PrefV,Verb,184.27 ,0.50 
Subj19,Item11,PrefV,NP,270.88 ,0.50 
Subj19,Item11,PrefV,NP_1,257.58 ,0.50 
Subj19,Item11,PrefV,NP_2,196.82 ,0.50 
Subj19,Item12,NonPrefV,Verb,204.47 ,0.40 
Subj19,Item12,NonPrefV,NP,337.79 ,0.40 
Subj19,Item12,NonPrefV,NP_1,401.85 ,0.40 
Subj19,Item12,NonPrefV,NP_2,271.44 ,0.40 
Subj19,Item13,AspV,Verb,277.40 ,0.00 
Subj19,Item13,AspV,NP,504.15 ,0.00 
Subj19,Item13,AspV,NP_1,385.53 ,0.00 
Subj19,Item13,AspV,NP_2,319.54 ,0.00 
Subj19,Item14,PrefV,Verb,231.61 ,0.35 
Subj19,Item14,PrefV,NP,204.38 ,0.35 
Subj19,Item14,PrefV,NP_1,273.75 ,0.35 
Subj19,Item14,PrefV,NP_2,340.33 ,0.35 
Subj19,Item15,NonPrefV,Verb,235.18 ,0.00 
Subj19,Item15,NonPrefV,NP,351.24 ,0.00 
Subj19,Item15,NonPrefV,NP_1,607.23 ,0.00 
Subj19,Item15,NonPrefV,NP_2,484.58 ,0.00 
Subj19,Item16,AspV,Verb,256.27 ,0.05 
Subj19,Item16,AspV,NP,243.57 ,0.05 
Subj19,Item16,AspV,NP_1,279.47 ,0.05 
Subj19,Item16,AspV,NP_2,282.18 ,0.05 
Subj19,Item17,PrefV,Verb,355.26 ,0.10 
Subj19,Item17,PrefV,NP,401.95 ,0.10 
Subj19,Item17,PrefV,NP_1,591.28 ,0.10 
Subj19,Item17,PrefV,NP_2,421.37 ,0.10 
Subj19,Item18,NonPrefV,Verb,232.93 ,0.05 
Subj19,Item18,NonPrefV,NP,221.76 ,0.05 
Subj19,Item18,NonPrefV,NP_1,290.42 ,0.05 
Subj19,Item18,NonPrefV,NP_2,276.42 ,0.05 
Subj19,Item19,AspV,Verb,289.89 ,0.20 
Subj19,Item19,AspV,NP,163.80 ,0.20 
Subj19,Item19,AspV,NP_1,283.14 ,0.20 
Subj19,Item19,AspV,NP_2,269.91 ,0.20 
Subj19,Item20,PrefV,Verb,432.72 ,0.40 
Subj19,Item20,PrefV,NP,188.81 ,0.40 
Subj19,Item20,PrefV,NP_1,290.75 ,0.40 
Subj19,Item20,PrefV,NP_2,260.80 ,0.40 
Subj19,Item21,NonPrefV,Verb,361.27 ,0.00 
Subj19,Item21,NonPrefV,NP,568.62 ,0.00 
Subj19,Item21,NonPrefV,NP_1,431.26 ,0.00 
Subj19,Item21,NonPrefV,NP_2,347.84 ,0.00 
Subj19,Item22,AspV,Verb,159.89 ,0.15 
Subj19,Item22,AspV,NP,391.26 ,0.15 
Subj19,Item22,AspV,NP_1,229.12 ,0.15 
Subj19,Item22,AspV,NP_2,201.93 ,0.15 
Subj19,Item23,PrefV,Verb,1084.79 ,0.55 
Subj19,Item23,PrefV,NP,302.84 ,0.55 
Subj19,Item23,PrefV,NP_1,336.83 ,0.55 
Subj19,Item23,PrefV,NP_2,384.84 ,0.55 
Subj19,Item24,NonPrefV,Verb,419.36 ,0.00 
Subj19,Item24,NonPrefV,NP,415.90 ,0.00 
Subj19,Item24,NonPrefV,NP_1,509.38 ,0.00 
Subj19,Item24,NonPrefV,NP_2,486.70 ,0.00 
